,id,acronym,def
7410,t_OPIC1,OPIC,Overseas Private Investment Corporation
7411,t_OPIC_1,OPIC,Overseas Private Investment Corporation
7412,t_OPIM1,OPIM,Operational Immediate
7413,t_OPIM_1,OPIM,Operational Immediate
7414,t_OPLAN1,OPLAN,Operations Plan
7415,t_OPLAN34A1,OPLAN 34A,operation plan for covert operations against North Vietnam
7416,t_OPLR1,OPLR,Outpost Line of Resistance
7417,t_OPM1,OPM,Office of Production Management
7418,t_OPMA1,OP&MA,"Objectives, Plans and Military Assistance Division"
7419,t_OPM_1,OPM,Office of Personnel Management
7420,t_OPNAV1,OPNAV,Office of the Chief of Naval Operations
7421,t_OPNL1,OPNL,operational
7422,t_OPO1,OPO,Outline Plan of Operations
7423,t_OPP1,OPP,Okinawa People's Party
7424,t_OPR1,OPR,"Office of Operations, Department of State"
7425,t_OPRED1,OPRED,Overseas Personnel Reductions
7426,t_OPRED_1,OPRED,overseas personnel reductions
7427,t_OPREP1,OPREP,operational report
7428,t_OPREP41,OPREP-4,"report of a completed operation or phase of an operation, as well as the operation's or phase's results or estimated results; purpose is to get information quickly into the chain of command"
7429,t_OPRLS1,OPR/LS,"Language Services Division, Office of Operations, Department of State"
7430,t_OPRLS_1,OPR/LS,"Language Services Division, Office of Operations, Bureau of Administration, Department of State"
7431,t_OPS1,OPS,Office of Price Stabilization
7432,t_OPSUM1,OPSUM,Operations Summary
7433,t_OPTF1,OPTF,Opium Policy Task Force
7434,t_OP_1,OP,observation post
7435,t_OR1,OR,"Office of International Resources, Bureau of Economic Affairs, Department of State"
7436,t_OR2,OR,"Office of International Resources, Bureau of Economic Affairs, Department of State"
7437,t_ORCON_1,ORCON,Dissemination and extraction of information controlled by originator
7438,t_ORCSD1,OR/CSD,"Commodities Division, Office of International Resource, Department of State"
7439,t_ORE1,ORE,Office of Research and Evaluation; also Office of Reports and Estimates
7440,t_ORI1,ORI,presumably a reference to the research and intelligence function of the Department of State which was in the process of organization in the spring of 1946
7441,t_ORIT1,ORIT,Organizacion Regional Inter-americana de Trabajadores (Inter-American Regional Organization of Workers)
7442,t_ORM1,ORM,"Office of Refugee and Migration Affairs, Special Assistant to the Secretary for Refugee and Migration Affairs, Office of the Secretary, Department of State"
7443,t_ORM_1,ORM,Office of Refugee and Migration Affairs
7444,t_ORPAME_1,ORPA/ME,"Middle East Division, Office of Regional and Political Analysis, Central Intelligence Agency"
7445,t_ORPA_1,ORPA,"Office of Regional and Political Analysis, Central Intelligence Agency"
7446,t_ORR1,ORR,"Office of Research and Reports, Central Intelligence Agency"
7447,t_ORTF1,ORTF,Office de la Radiodiffusion-Television Francaise
7448,t_OS1,OS,Outer Seven (members of the European Free Trade Association)
7449,t_OS2U1,OS2U,"Scout observation, ""Kingfisher"", plane"
7450,t_OSA1,OSA,"Office of South American Affairs, Department of State (established September 1, 1950, as a result of a merger of EC and NWC)"
7451,t_OSACA_1,OSACA,White House Office of the Special Assistant for Consumer Affairs
7452,t_OSADISAFER1,OSAD/ISA/FER,"Office of the Assistant Secretary of State for International Security Affairs, Far East Region"
7453,t_OSAF1,OSAF,Office of the Secretary of the Air Force
7454,t_OSA_1,OSA,Office of the Special Assistant to the Ambassador
7455,t_OSC1,OSC,"Outer Space Committee, United Nations; Office of the Secretary of Defense"
7456,t_OSD1,OSD,Office of the Deputy Secretary of Defense
7457,t_OSDAE1,OSD/AE,Office of the Assistant Secretary of Defense for Atomic Energy
7458,t_OSDC_1,OSD(C),"Comptroller, Office of the Secretary of Defense"
7459,t_OSDISA1,OSD (ISA),"Office of the Secretary of Defense, Office of the Assistant Secretary of Defense for International Security Affairs"
7460,t_OSDISANESA1,OSD/ISA/NESA,"Office of Near Eastern and South Asian Affairs, Office of the Assistant Secretary of Defense for International Security Affairs"
7461,t_OSDISA_1,OSD/ISA,"Office of the Secretary of Defense, Bureau of International Security Affairs, Department of Defense"
7462,t_OSDLA1,OSD/LA,"Office of Legislative Affairs, Office of the Secretary of Defense"
7463,t_OSDPA1,OSD/PA,"Office of Public Affairs, Office of the Secretary of Defense"
7464,t_OSDPAE_1,OSD/PA&E,"Office of the Secretary of Defense, Program Analysis and Evaluation"
7465,t_OSDSA1,OSD (SA),"Office of the Secretary of Defense, Office of the Assistant Secretary of Defense for Systems Analysis"
7466,t_OSD_1,OSD,Office of the Secretary of Defense
7467,t_OSD_2,OSD/ISA/DASD,Deputy Assistant Secretary of Defense for International Security Affairs
7468,t_OSI1,OSI,"Office of Scientific Intelligence, Central Intelligence Agency"
7469,t_OSI_1,OSI,"Office of Special Investigations, U.S. Air Force"
7470,t_OSI_2,OSI,on-site inspection
7471,t_OSLS1,OSLS,"Legal Sub Committee, Outer Space Committee, United Nations"
7472,t_OSM_1,OSM,"Office of Spectrum Management, National Telecommunications and Information Administration, Department of Commerce"
7473,t_OSO1,O/SO,"Senior Officer Program, Office of the Deputy Under Secretary of State for Administration"
7474,t_OSOOSD1,OSO/OSD,"Office of Special Operations, Office of the Secretary of Defense"
7475,t_OSP1,O/SP,"Organization Studies and Procedures Program, Office of the Deputy Under Secretary of State for Administration"
7476,t_OSPB1,OSPB,"Ocean Shipping Planning Board, NATO"
7477,t_OSR1,OSR,Office of the United States Special Representative in Europe under the Foreign Assistance Act of 1948
7478,t_OSRD1,OSRD,Office of Scientific Research and Development (United States)
7479,t_OSRO_1,OSRO,"Office for Sahelian Relief Operations, United Nations Food and Agriculture Organization"
7480,t_OSR_1,OSR,"Office of Strategic Research, Central Intelligence Agency"
7481,t_OSS1,OSS,"Office of Strategic Services, American intelligence gathering and covert operations organization during World War II"
7482,t_OSS_1,OSS,Office of Strategic Services
7483,t_OST1,OST,"Office of Science and Technology, the White House"
7484,t_OSTP_1,OSTP,White House Office of Science and Technology Policy
7485,t_OST_1,OST,Office of Science and Technology
7486,t_OSW1,OSW,"Office of Saline Water, Department of the Interior"
7487,t_OSY1,O/SY,Deputy Assistant Secretary of State for Security
7488,t_OT1,OT,"Office of International Trade, Bureau of Economic Affairs, Department of State"
7489,t_OTC1,OTC,Overseas Territories Committee of the Organization for European Economic Cooperation
7490,t_OTE_1,OT and E,operational training and evaluation
7491,t_OTF1,OTF,"Office of International Trade and Finance, Bureau of Economic Affairs, Department of State"
7492,t_OTFTA1,OTF/TA,"Trade Agreements Division, Office of International Trade and Finance, Bureau of Economic Affairs, Department of State"
7493,t_OTH1,OTH,over the horizon (radar)
7494,t_OTHB1,OTH-B,over the horizon--backscatter radar
7495,t_OTH_1,OTH,over the horizon (radar)
7496,t_OTP1,OTP,"Office of Technology Policy, Executive Office of the President"
7497,t_OTP_1,OTP,Office of Telecommunications Policy (White House)
7498,t_OTR1,OTR,"Office of Technical Research, Central Intelligence Agency"
7499,t_OTS_1,OTS,Outside the System
7500,t_OTTA1,OT/TA,"Trade Agreements Divison, Office of International Trade, Department of State"
7501,t_OURTEL1,ourtel,our telegram
7502,t_OUSARMA1,OUSARMA,Office of the United States Army Attache
7503,t_OUSD1,OUSD,Office of the Under Secretary of Defense
7504,t_OUSEU1,OUSEU,Office of the Under Secretary of the Army (United States)
7505,t_OV1D_1,OV-1D,surveillance airplane
7506,t_OVIR1,OVIR,"Bureau of Visas and Registration of Foreigners, in the Ministry for Internal Affairs of the Soviet Union"
7507,t_OVMAAT1,OVMAAT,Overseas Vietnamese Mutual Assistance Association of Thailand
7508,t_OVP1,OVP,Osterreichische Volkspartei (Austrian People's Party)
7509,t_OVP_1,OVP,Office of the Vice President
7510,t_OVRA1,OVRA,Secret Police (Italian)
7511,t_OWI1,OWI,Office of War Information (United States)
7512,t_OXY1,OXY,Occidental Oil Company
7513,t_OZ1,OZ,military communications indicator (British)
7514,t_OZNA1,OZNA,Yugoslav Department of National Security (Odeljenje za zastitu naroda)
7515,t_O_1,O,Deputy Under Secretary of State for Administration
7516,t_OandM_1,O&M,Operation and Maintenance
7517,t_Oatmeal1,Oatmeal,plan for landing in the Azores
7518,t_Oboe1,Oboe,Oran
7519,t_Octagon1,Octagon,"the forthcoming Roosevelt-Churchill conference; the Second Quebec Conference, September 11-16, 1944; Quebec; short form for Octagon-out"
7520,t_Octagonin1,Octagon-in,communications indicator used on messages received by the United States military communications center at the Second Quebec Conference
7521,t_Octagonout1,Octagon-out,communications indicator used on messages sent by the United States military communications center at the Second Quebec Conference
7522,t_Offtake1,Offtake,"the amount of crude oil to which a company or companies is entitled based on the equity holding. A company that wants less than its entitlement is called an underlifter; if it wants more, it is called an overlifter."
7523,t_Ohio1,Ohio,codename for secret peace initiative mediated by the Norwegian Government
7524,t_Olympic1,Olympic,"code name for the assault on Kyushu, scheduled for March 1, 1946"
7525,t_OpDiv1,OpDiv,"Operations Division, War Department General Staff"
7526,t_OpNav1,OpNav,Office of the Chief of Naval Operations
7527,t_Opord1,Opord,operations order
7528,t_Ops_1,Ops,operations
7529,t_Orcon_1,Orcon,dissemination and extraction of information controlled by originator
7530,t_Org_1,Org,organization
7531,t_Orgburo1,Orgburo,the Organizational Bureau of the Central Committee of the All Union Communist Party (of Bolsheviks)
7532,t_Ourtel1,Ourtel,Our telegram
7533,t_Overlord1,Overlord,plan for an Allied cross-Channel invasion of northwest Europe in 1944
7534,t_P.L.1,P.L.,Public Law
7535,t_P01,P&O,"Plans and Operations, Army Department"
7536,t_P1,P,"Office of the Assistant Secretary of State for Public Affairs; series indicator for telegrams from the Commander in Chief, United States Forces in Austria"
7537,t_P101,P10,Public Information Officer
7538,t_P2,P,series indicator for telegrams from the Commander in Chief of the United States Forces in Austria
7539,t_P2V1,P2V,type of U.S. Navy antisubmarine aircraft
7540,t_P381,P-38,twin-engine fighter aircraft (Lightning) (United States)
7541,t_P3_1,P-3,"P, Office of the Under Secretary of State for Political Affairs
, U.S. anti-submarine and aerial reconnaissance aircraft
PA/OAP, Office of Plans and Opinion Analysis, Bureau of Public Affairs, Department of State
para, paratroops
PARPRO, Peacetime Aerial Reconnaissance Program
PDC, Perez de Cuellar
PEN, Poder Ejecutivo Nacional (National Executive Power)
PermRep, Permanent Representative
PGM, precision guided munitions
Phalanx, U.S. anti-aircraft/anti-missile gun
PM, Bureau of Politico-Military Affairs, Department of State; Prime Minister PM/MC, Office of Munitions Control, Bureau of Politico-Military Affairs, Department of State
PM/P, Office of Policy Analysis, Bureau of Politico-Military Affairs, Department of State
PM/RSA, Office of Regional Security Affairs, Bureau of Politico-Military Affairs, Department of State
PM/SAS, Office of Security Assistance and Sales, Bureau of Politico-Military Affairs, Department of State
POL, petroleum, oil, lubricants; Political Section of an Embassy
POLAD, Political Advisor
Pres., President"
7542,t_P401,P-40,single-engine fighter aircraft (Warhawk) (United States)
7543,t_P511,P-51,piston engine fighter aircraft
7544,t_PA1,PA,Office of the Assistant Secretary of State for Public Affairs
7545,t_PA2,PA,"Bureau of Public Affairs, Department of State"
7546,t_PAA1,PAA,"Pan American World Airways, Inc."
7547,t_PAA_1,PAA,"Public Affairs Adviser, Department of State"
7548,t_PAAndE_1,PA&E,"Office of Program Analysis and Evaluation, Department of Defense"
7549,t_PAB1,PAB,Public Advisory Board for Mutual Security
7550,t_PAC1,PAC,Permanent Agricultural Committee (of ILO)
7551,t_PACAF1,PACAF,Pacific Air Force (United States)
7552,t_PACCS1,PACCS,Post-Attack Command and Control System
7553,t_PACFLT1,PACFLT,Pacific Fleet PACOM. Pacific Command
7554,t_PACFLT_1,PACFLT,Pacific Fleet
7555,t_PACOM1,PACOM,Pacific Command (United States)
7556,t_PACOM_1,PACOM,Pacific Command (U.S.)
7557,t_PACUSA1,PACUSA,"Pacific Air Command, U.S. Army"
7558,t_PAC_1,PAC,"Pan-Africanist Congress PD, Presidential Decision PF, Patriotic Front (Rhodesia) PM, Prime Minister PNG, persona non grata PRC, Presidential Review Committee PRM, Presidential Review Memorandum"
7559,t_PAD1,PAD,Petroleum Administration for Defense
7560,t_PADES_1,PADES,Economic Development Project for the Southern Regions
7561,t_PADM1,PADM,Policy Analysis Decision Memorandum
7562,t_PAF1,PAF,Philippine Armed Forces
7563,t_PAFCS1,PAF C/S,Portuguese Air Force Chief of Staff
7564,t_PAFMECA1,PAFMECA,Pan-African Freedom Movement of East and Central Africa
7565,t_PAFOI1,PA/FOI,"Freedom of Information Staff, Bureau of Public Affairs, Department of State"
7566,t_PAF_1,PAF,Portuguese Air Force
7567,t_PAG1,PAG,Provisional Algerian Government
7568,t_PAH1,PA/H,"Office of the Adviser on Political Relations (Mr. Hornbeck), Department of State (United States)"
7569,t_PAHO1,PA/HO,"Office of the Historian, Bureau of Public Affairs, Department of State"
7570,t_PAIGC1,PAIGC,Partido Africano de Independencia de Guine e Cabo Verde (African Party for the Independence of Guinea and Cape Verde)
7571,t_PAIGC_1,PAIGC,Partido Africano da Independencia da Guine e Cabo Verde (African Party for the Independence of Portuguese Guinea and Cape Verde)
7572,t_PAK1,PAK,"Pakistan, Pakistani"
7573,t_PAK_1,PAK,Paul A. Kreisberg
7574,t_PAL1,PAL,permissive action link
7575,t_PAM1,PA/M,Office of the Political Adviser (Murray) in the Department of State
7576,t_PAM_1,PA/M,"Office of Plans and Management, Bureau of Public Affairs, Department of State"
7577,t_PANAM1,PanAm,Pan-American Airways
7578,t_PANCANAL_1,PANCANAL,Panama Canal
7579,t_PANCHO1,PANCHO,Carlos Castillo Armas
7580,t_PAO1,PAO,"Public Affairs Officer, Department of State"
7581,t_PAOAP_1,PA/OAP,"Office of Plans and Opinion Analysis, Bureau of Public Affairs, Department of State"
7582,t_PAO_1,PAO,public affairs officer
7583,t_PAP1,PAP,"Polilike Anexarletos Parataxis (Independent Political Array), coalition of Greek political parties of the extreme right"
7584,t_PAPP_1,PA/PP,"Office of Public Programs, Bureau of Public Affairs, Department of State"
7585,t_PAPR1,PA/PR,purchasing authority; purchasing regulation
7586,t_PAR1,PAR,"Partido Accion Revolutionaria (Party of Revolutionary Action), Guatemalan political party"
